,date,turnover
1926,11/08/2011 13,126144
1927,11/08/2011 14,276181
1928,11/08/2011 15,1180049
1929,11/08/2011 16,1993000
1930,11/08/2011 17,265155
1931,12/08/2011 09,334932
1932,12/08/2011 10,43849
1933,12/08/2011 11,189065
1934,12/08/2011 12,586590
1935,12/08/2011 13,105977
1936,12/08/2011 14,-842287
1937,12/08/2011 15,68671
1938,12/08/2011 16,413769
1939,14/08/2011 09,-375
1940,14/08/2011 10,89680
1941,14/08/2011 11,47266
1942,14/08/2011 12,249706
1943,14/08/2011 13,44796
1944,14/08/2011 14,-53786
1945,14/08/2011 15,112927
1946,15/08/2011 08,21385
1947,15/08/2011 09,83762
1948,15/08/2011 10,317050
1949,15/08/2011 11,65945
1950,15/08/2011 12,451590
1951,15/08/2011 13,151279
1952,15/08/2011 14,428666
1953,15/08/2011 15,89092
1954,15/08/2011 16,17681
1955,16/08/2011 08,56010
1956,16/08/2011 09,106356
1957,16/08/2011 10,160801
1958,16/08/2011 11,563381
1959,16/08/2011 12,194155
1960,16/08/2011 13,448961
1961,16/08/2011 14,154410
1962,16/08/2011 15,61898
1963,16/08/2011 16,18858
1964,16/08/2011 17,51428
1965,17/08/2011 08,56874
1966,17/08/2011 09,127758
1967,17/08/2011 10,198780
1968,17/08/2011 11,205136
1969,17/08/2011 12,704488
1970,17/08/2011 13,565770
1971,17/08/2011 14,1101552
1972,17/08/2011 15,135091
1973,17/08/2011 16,62685
1974,17/08/2011 17,28229
1975,17/08/2011 19,83580
1976,17/08/2011 20,989626
1977,18/08/2011 06,-26380
1978,18/08/2011 08,2625115
1979,18/08/2011 09,97340
1980,18/08/2011 10,569510
1981,18/08/2011 11,278132
1982,18/08/2011 12,339857
1983,18/08/2011 13,180423
1984,18/08/2011 14,88567
1985,18/08/2011 15,167198
1986,18/08/2011 16,215608
1987,18/08/2011 17,374081
1988,18/08/2011 18,111814
1989,18/08/2011 19,8415
1990,18/08/2011 20,23121
1991,19/08/2011 08,36660
1992,19/08/2011 09,182081
1993,19/08/2011 10,286377
1994,19/08/2011 11,360236
1995,19/08/2011 12,174036
1996,19/08/2011 13,106577
1997,19/08/2011 14,220185
1998,19/08/2011 15,165970
1999,19/08/2011 16,49734
2000,19/08/2011 17,9807
2001,21/08/2011 09,-970
2002,21/08/2011 10,105643
2003,21/08/2011 11,327788
2004,21/08/2011 12,283931
2005,21/08/2011 13,193370
2006,21/08/2011 14,185889
2007,21/08/2011 15,236110
2008,21/08/2011 16,38821
2009,22/08/2011 09,270903
2010,22/08/2011 10,650561
2011,22/08/2011 11,171763
2012,22/08/2011 12,419211
2013,22/08/2011 13,576241
2014,22/08/2011 14,371701
2015,22/08/2011 15,308913
2016,22/08/2011 17,-164250
2017,23/08/2011 08,30492
2018,23/08/2011 09,431307
2019,23/08/2011 10,248607
2020,23/08/2011 11,309299
2021,23/08/2011 12,370007
2022,23/08/2011 13,310184
2023,23/08/2011 14,273779
2024,23/08/2011 15,176482
2025,23/08/2011 16,105049
2026,23/08/2011 17,94623
2027,24/08/2011 08,74945
2028,24/08/2011 09,547707
2029,24/08/2011 10,822122
2030,24/08/2011 11,121967
2031,24/08/2011 12,1178757
2032,24/08/2011 13,927303
2033,24/08/2011 14,-669174
2034,24/08/2011 15,282426
2035,24/08/2011 16,121017
2036,25/08/2011 08,39198
2037,25/08/2011 09,224051
2038,25/08/2011 10,311401
2039,25/08/2011 11,190484
2040,25/08/2011 12,306474
2041,25/08/2011 13,159194
2042,25/08/2011 14,348140
2043,25/08/2011 15,364714
2044,25/08/2011 16,-250
2045,25/08/2011 17,94921
2046,25/08/2011 18,16380
2047,25/08/2011 19,33465
2048,26/08/2011 08,33135
2049,26/08/2011 09,187464
2050,26/08/2011 10,109456
2051,26/08/2011 11,455144
2052,26/08/2011 12,148394
2053,26/08/2011 13,278661
2054,26/08/2011 14,1073596
2055,26/08/2011 15,140734
2056,28/08/2011 10,98831
2057,28/08/2011 11,92147
2058,28/08/2011 12,291709
2059,28/08/2011 13,289542
2060,28/08/2011 14,119775
2061,28/08/2011 15,93172
2062,28/08/2011 16,36845
2063,30/08/2011 08,22782
2064,30/08/2011 09,41685
2065,30/08/2011 10,1120309
2066,30/08/2011 11,179420
2067,30/08/2011 12,1307662
2068,30/08/2011 13,205933
2069,30/08/2011 14,21482
2070,30/08/2011 15,126136
2071,30/08/2011 16,57313
2072,30/08/2011 17,9647
2073,31/08/2011 08,11568
2074,31/08/2011 09,790596
2075,31/08/2011 10,233108
2076,31/08/2011 11,170979
2077,31/08/2011 12,71948
2078,31/08/2011 13,-190497
2079,31/08/2011 14,70951
2080,31/08/2011 15,459138
2081,31/08/2011 16,182955
2082,31/08/2011 17,-329958
2083,01/09/2011 08,4000
2084,01/09/2011 09,78107
2085,01/09/2011 10,144151
2086,01/09/2011 11,646273
2087,01/09/2011 12,245446
2088,01/09/2011 13,436579
2089,01/09/2011 14,718994
2090,01/09/2011 15,190210
2091,01/09/2011 16,290740
2092,01/09/2011 17,553000
2093,01/09/2011 18,157597
2094,01/09/2011 19,69749
2095,02/09/2011 08,27060
2096,02/09/2011 09,1111795
2097,02/09/2011 10,435490
2098,02/09/2011 11,815802
2099,02/09/2011 12,183158
2100,02/09/2011 13,313588
2101,02/09/2011 14,151325
2102,02/09/2011 15,467599
2103,02/09/2011 16,256296
2104,02/09/2011 17,37859
2105,04/09/2011 10,36724
2106,04/09/2011 11,316702
2107,04/09/2011 12,273848
2108,04/09/2011 13,322569
2109,04/09/2011 14,288684
2110,04/09/2011 15,239986
2111,04/09/2011 16,100054
2112,05/09/2011 09,469723
2113,05/09/2011 10,1069450
2114,05/09/2011 11,468654
2115,05/09/2011 12,277964
2116,05/09/2011 13,211671
2117,05/09/2011 14,231343
2118,05/09/2011 15,438022
2119,05/09/2011 16,67930
2120,05/09/2011 17,118366
2121,06/09/2011 08,14426
2122,06/09/2011 09,429678
2123,06/09/2011 10,146776
2124,06/09/2011 11,237510
2125,06/09/2011 12,816659
2126,06/09/2011 13,113478
2127,06/09/2011 14,617658
2128,06/09/2011 15,168044
2129,06/09/2011 16,26925
2130,07/09/2011 08,35348
2131,07/09/2011 09,184792
2132,07/09/2011 10,360593
2133,07/09/2011 11,376042
2134,07/09/2011 12,1034182
2135,07/09/2011 13,217497
2136,07/09/2011 14,275005
2137,07/09/2011 15,348885
2138,07/09/2011 16,396603
2139,08/09/2011 08,57572
2140,08/09/2011 09,58972
2141,08/09/2011 10,605099
2142,08/09/2011 11,336186
2143,08/09/2011 12,560219
2144,08/09/2011 13,330688
2145,08/09/2011 14,150436
2146,08/09/2011 15,359158
2147,08/09/2011 16,0
2148,08/09/2011 17,-33895
2149,08/09/2011 18,3777
2150,08/09/2011 19,30683
2151,09/09/2011 08,29900
2152,09/09/2011 09,201559
2153,09/09/2011 10,406600
2154,09/09/2011 11,486812
2155,09/09/2011 12,142339
2156,09/09/2011 13,549952
2157,09/09/2011 14,159539
2158,09/09/2011 15,605461
2159,09/09/2011 16,161498
2160,09/09/2011 17,1899
2161,11/09/2011 10,395063
2162,11/09/2011 11,326950
2163,11/09/2011 12,1037632
2164,11/09/2011 13,451641
2165,11/09/2011 14,592001
2166,11/09/2011 15,458683
2167,11/09/2011 16,37329
2168,12/09/2011 08,26958
2169,12/09/2011 09,428784
2170,12/09/2011 10,125232
2171,12/09/2011 11,131565
2172,12/09/2011 12,503954
2173,12/09/2011 13,587206
2174,12/09/2011 14,309964
2175,12/09/2011 15,486014
2176,12/09/2011 16,169910
2177,12/09/2011 17,-8408
2178,12/09/2011 18,-50361
2179,13/09/2011 09,449171
2180,13/09/2011 10,152275
2181,13/09/2011 11,1838897
2182,13/09/2011 12,530724
2183,13/09/2011 13,886970
2184,13/09/2011 14,268970
2185,13/09/2011 15,685175
2186,13/09/2011 16,406421
2187,13/09/2011 17,45830
2188,14/09/2011 08,24530
2189,14/09/2011 09,439824
2190,14/09/2011 10,254287
2191,14/09/2011 11,471347
2192,14/09/2011 12,261504
2193,14/09/2011 13,211510
2194,14/09/2011 14,197167
2195,14/09/2011 15,317908
2196,14/09/2011 16,64317
2197,14/09/2011 17,0
2198,15/09/2011 08,24210
2199,15/09/2011 09,195391
2200,15/09/2011 10,1105750
2201,15/09/2011 11,262098
2202,15/09/2011 12,602945
2203,15/09/2011 13,-861391
2204,15/09/2011 14,400543
2205,15/09/2011 15,3600987
2206,15/09/2011 16,420822
2207,15/09/2011 17,39412
2208,15/09/2011 18,51850
2209,15/09/2011 19,17694
2210,16/09/2011 08,-2335
2211,16/09/2011 09,538564
2212,16/09/2011 10,370560
2213,16/09/2011 11,329918
2214,16/09/2011 12,378484
2215,16/09/2011 13,291589
2216,16/09/2011 14,161198
2217,16/09/2011 15,187066
2218,16/09/2011 16,30978
2219,16/09/2011 17,81363
2220,18/09/2011 10,216009
2221,18/09/2011 11,153543
2222,18/09/2011 12,237123
2223,18/09/2011 13,157537
2224,18/09/2011 14,98414
2225,18/09/2011 15,569560
2226,18/09/2011 16,33583
2227,19/09/2011 08,-165
2228,19/09/2011 09,228326
2229,19/09/2011 10,411448
2230,19/09/2011 11,1638347
2231,19/09/2011 12,374147
2232,19/09/2011 13,872830
2233,19/09/2011 14,333255
2234,19/09/2011 15,382557
2235,19/09/2011 16,32167
2236,19/09/2011 17,0
2237,20/09/2011 08,32714
2238,20/09/2011 09,545439
2239,20/09/2011 10,1951739
2240,20/09/2011 11,3028932
2241,20/09/2011 12,1246715
2242,20/09/2011 13,368356
2243,20/09/2011 14,705898
2244,20/09/2011 15,137704
2245,20/09/2011 16,5735
2246,21/09/2011 08,60611
2247,21/09/2011 09,180476
2248,21/09/2011 10,203206
2249,21/09/2011 11,582937
2250,21/09/2011 12,305074
2251,21/09/2011 13,391603
2252,21/09/2011 14,693283
2253,21/09/2011 15,1512248
2254,21/09/2011 16,-988
2255,21/09/2011 17,-44614
2256,22/09/2011 08,40264
2257,22/09/2011 09,30055
2258,22/09/2011 10,710215
2259,22/09/2011 11,484047
2260,22/09/2011 12,1042338
2261,22/09/2011 13,889303
2262,22/09/2011 14,500836
2263,22/09/2011 15,488153
2264,22/09/2011 16,458135
2265,22/09/2011 17,441921
2266,22/09/2011 18,192509
2267,22/09/2011 19,61186
2268,23/09/2011 07,-4989
2269,23/09/2011 08,-8490
2270,23/09/2011 09,530514
2271,23/09/2011 10,258416
2272,23/09/2011 11,326875
2273,23/09/2011 12,864624
2274,23/09/2011 13,368105
2275,23/09/2011 14,543817
2276,23/09/2011 15,270375
2277,23/09/2011 16,27692
2278,23/09/2011 17,406699
2279,25/09/2011 10,127662
2280,25/09/2011 11,514455
2281,25/09/2011 12,666206
2282,25/09/2011 13,350653
2283,25/09/2011 14,764253
2284,25/09/2011 15,403071
2285,25/09/2011 16,49732
2286,26/09/2011 07,53550
2287,26/09/2011 08,54408
2288,26/09/2011 09,59323
2289,26/09/2011 10,196796
2290,26/09/2011 11,186353
2291,26/09/2011 12,413433
2292,26/09/2011 13,659314
2293,26/09/2011 14,258746
2294,26/09/2011 15,552672
2295,26/09/2011 16,34569
2296,26/09/2011 17,159228
2297,27/09/2011 08,54017
2298,27/09/2011 09,80971
2299,27/09/2011 10,899083
2300,27/09/2011 11,430186
2301,27/09/2011 12,607472
2302,27/09/2011 13,408882
2303,27/09/2011 14,432741
2304,27/09/2011 15,192105
2305,27/09/2011 16,32525
2306,27/09/2011 17,41632
2307,27/09/2011 18,196144
2308,28/09/2011 08,46245
2309,28/09/2011 09,235551
2310,28/09/2011 10,353140
2311,28/09/2011 11,290159
2312,28/09/2011 12,571905
2313,28/09/2011 13,725153
2314,28/09/2011 14,523173
2315,28/09/2011 15,495219
2316,28/09/2011 16,886196
2317,29/09/2011 08,445734
2318,29/09/2011 09,363944
2319,29/09/2011 10,508416
2320,29/09/2011 11,47838
2321,29/09/2011 12,414166
2322,29/09/2011 13,803307
2323,29/09/2011 14,251226
2324,29/09/2011 15,554783
2325,29/09/2011 16,288614
2326,29/09/2011 17,220119
2327,29/09/2011 18,185349
2328,29/09/2011 19,24320
2329,30/09/2011 07,568564
2330,30/09/2011 08,85243
2331,30/09/2011 09,325188
2332,30/09/2011 10,490272
2333,30/09/2011 11,324283
2334,30/09/2011 12,514045
2335,30/09/2011 13,456124
2336,30/09/2011 14,483756
2337,30/09/2011 15,219498
2338,30/09/2011 16,830
2339,30/09/2011 17,181809
2340,02/10/2011 10,124668
2341,02/10/2011 11,90552
2342,02/10/2011 12,196653
2343,02/10/2011 13,264791
2344,02/10/2011 14,221158
2345,02/10/2011 15,201122
2346,03/10/2011 08,60924
2347,03/10/2011 09,463209
2348,03/10/2011 10,402917
2349,03/10/2011 11,1369767
2350,03/10/2011 12,321507
2351,03/10/2011 13,434901
2352,03/10/2011 14,1409282
2353,03/10/2011 15,607099
2354,03/10/2011 16,1012082
2355,03/10/2011 17,15385
2356,04/10/2011 08,233904
2357,04/10/2011 09,753276
2358,04/10/2011 10,948917
2359,04/10/2011 11,368611
2360,04/10/2011 12,544530
2361,04/10/2011 13,806971
2362,04/10/2011 14,327144
2363,04/10/2011 15,251887
2364,04/10/2011 16,369647
2365,04/10/2011 17,-10780
2366,05/10/2011 08,337761
2367,05/10/2011 09,500248
2368,05/10/2011 10,2160714
2369,05/10/2011 11,279844
2370,05/10/2011 12,2527388
2371,05/10/2011 13,405819
2372,05/10/2011 14,283836
2373,05/10/2011 15,501834
2374,05/10/2011 16,94985
2375,05/10/2011 17,51089
2376,06/10/2011 08,53620
2377,06/10/2011 09,515289
2378,06/10/2011 10,220274
2379,06/10/2011 11,1439043
2380,06/10/2011 12,246229
2381,06/10/2011 13,1094475
2382,06/10/2011 14,748719
2383,06/10/2011 15,316575
2384,06/10/2011 16,641305
2385,06/10/2011 17,210897
2386,06/10/2011 18,116802
2387,06/10/2011 19,-65521
2388,06/10/2011 20,-271256
2389,07/10/2011 08,183034
2390,07/10/2011 09,321789
2391,07/10/2011 10,-78629
2392,07/10/2011 11,1162673
2393,07/10/2011 12,1341573
2394,07/10/2011 13,276007
2395,07/10/2011 14,443557
2396,07/10/2011 15,701696
2397,07/10/2011 16,17505
2398,09/10/2011 10,101417
2399,09/10/2011 11,89542
2400,09/10/2011 12,148803
2401,09/10/2011 13,307790
2402,09/10/2011 14,64813
2403,09/10/2011 15,288158
2404,09/10/2011 16,105004
2405,10/10/2011 08,159336
2406,10/10/2011 09,744327
2407,10/10/2011 10,636492
2408,10/10/2011 11,246205
2409,10/10/2011 12,566875
2410,10/10/2011 13,503236
2411,10/10/2011 14,448505
2412,10/10/2011 15,183704
2413,10/10/2011 16,407698
2414,10/10/2011 17,344019
2415,11/10/2011 08,132097
2416,11/10/2011 09,331853
2417,11/10/2011 10,701995
2418,11/10/2011 11,188138
2419,11/10/2011 12,229915
2420,11/10/2011 13,184137
2421,11/10/2011 14,1176349
2422,11/10/2011 15,270546
2423,11/10/2011 16,445119
2424,12/10/2011 08,33288
2425,12/10/2011 09,392552
2426,12/10/2011 10,398706
2427,12/10/2011 11,239066
2428,12/10/2011 12,575774
2429,12/10/2011 13,180445
2430,12/10/2011 14,322269
2431,12/10/2011 15,269932
2432,12/10/2011 16,242463
2433,12/10/2011 17,53796
2434,13/10/2011 08,62818
2435,13/10/2011 09,104868
2436,13/10/2011 10,661271
2437,13/10/2011 11,216162
2438,13/10/2011 12,902709
2439,13/10/2011 13,237855
2440,13/10/2011 14,698985
2441,13/10/2011 15,423654
2442,13/10/2011 16,86686
2443,13/10/2011 17,42942
2444,14/10/2011 08,6630
2445,14/10/2011 09,475621
2446,14/10/2011 10,252733
2447,14/10/2011 11,401915
2448,14/10/2011 12,537566
2449,14/10/2011 13,363843
2450,14/10/2011 14,364646
2451,14/10/2011 15,339715
2452,14/10/2011 16,96591
2453,14/10/2011 17,456044
2454,16/10/2011 10,41241
2455,16/10/2011 11,88832
2456,16/10/2011 12,473558
2457,16/10/2011 13,888879
2458,16/10/2011 14,74675
2459,16/10/2011 15,396640
2460,16/10/2011 16,77289
2461,17/10/2011 08,320275
2462,17/10/2011 09,466019
2463,17/10/2011 10,928202
2464,17/10/2011 11,412707
2465,17/10/2011 12,619413
2466,17/10/2011 13,1164644
2467,17/10/2011 14,276429
2468,17/10/2011 15,304304
2469,17/10/2011 16,40949
2470,17/10/2011 17,25188
2471,18/10/2011 07,119331
2472,18/10/2011 08,102788
2473,18/10/2011 09,583984
2474,18/10/2011 10,458706
2475,18/10/2011 11,107704
2476,18/10/2011 12,1041124
2477,18/10/2011 13,574944
2478,18/10/2011 14,313750
2479,18/10/2011 15,307150
2480,18/10/2011 16,239189
2481,18/10/2011 17,340308
2482,19/10/2011 08,58910
2483,19/10/2011 09,251252
2484,19/10/2011 10,585441
2485,19/10/2011 11,718975
2486,19/10/2011 12,555160
2487,19/10/2011 13,398342
2488,19/10/2011 14,239689
2489,19/10/2011 15,286530
2490,19/10/2011 16,305395
2491,19/10/2011 17,165
2492,20/10/2011 08,48926
2493,20/10/2011 09,491129
2494,20/10/2011 10,323932
2495,20/10/2011 11,375083
2496,20/10/2011 12,2962771
2497,20/10/2011 13,533714
2498,20/10/2011 14,592356
2499,20/10/2011 15,200032
2500,20/10/2011 16,15937
2501,20/10/2011 17,52855
2502,20/10/2011 18,33280
2503,20/10/2011 19,58906
2504,21/10/2011 08,338484
2505,21/10/2011 09,202107
2506,21/10/2011 10,658264
2507,21/10/2011 11,1154325
2508,21/10/2011 12,2285097
2509,21/10/2011 13,307407
2510,21/10/2011 14,395203
2511,21/10/2011 15,254503
2512,21/10/2011 16,72824
2513,23/10/2011 09,-1570
2514,23/10/2011 10,51440
2515,23/10/2011 11,120039
2516,23/10/2011 12,177965
2517,23/10/2011 13,141909
2518,23/10/2011 14,123146
2519,23/10/2011 15,381448
2520,23/10/2011 16,117334
2521,24/10/2011 08,55546
2522,24/10/2011 09,621138
2523,24/10/2011 10,214030
2524,24/10/2011 11,89442
2525,24/10/2011 12,296240
2526,24/10/2011 13,179375
2527,24/10/2011 14,371781
2528,24/10/2011 15,124351
2529,24/10/2011 16,553613
2530,24/10/2011 17,894778
2531,25/10/2011 08,184577
2532,25/10/2011 09,77723
2533,25/10/2011 10,315727
2534,25/10/2011 11,123522
2535,25/10/2011 12,561331
2536,25/10/2011 13,674281
2537,25/10/2011 14,730948
2538,25/10/2011 15,692194
2539,25/10/2011 16,104321
2540,25/10/2011 17,109906
2541,25/10/2011 18,234257
2542,26/10/2011 08,14268
2543,26/10/2011 09,81589
2544,26/10/2011 10,802009
2545,26/10/2011 11,185568
2546,26/10/2011 12,519969
2547,26/10/2011 13,781623
2548,26/10/2011 14,558463
2549,26/10/2011 15,242440
2550,26/10/2011 16,199247
2551,26/10/2011 17,9800
2552,27/10/2011 08,102846
2553,27/10/2011 09,59551
2554,27/10/2011 10,429604
2555,27/10/2011 11,111840
2556,27/10/2011 12,1279849
2557,27/10/2011 13,406475
2558,27/10/2011 14,514628
2559,27/10/2011 15,257803
2560,27/10/2011 16,499398
2561,27/10/2011 17,460049
2562,27/10/2011 18,75859
2563,27/10/2011 19,4036
2564,27/10/2011 20,139808
2565,28/10/2011 07,835171
2566,28/10/2011 08,288518
2567,28/10/2011 09,237857
2568,28/10/2011 10,289504
2569,28/10/2011 11,265157
2570,28/10/2011 12,808383
2571,28/10/2011 13,564185
2572,28/10/2011 14,298809
2573,28/10/2011 15,65448
2574,28/10/2011 16,113328
2575,28/10/2011 17,69021
2576,28/10/2011 18,425
2577,30/10/2011 10,400963
2578,30/10/2011 11,495302
2579,30/10/2011 12,397196
2580,30/10/2011 13,633836
2581,30/10/2011 14,573090
2582,30/10/2011 15,487365
2583,30/10/2011 16,174366
2584,31/10/2011 08,38741
2585,31/10/2011 09,347708
2586,31/10/2011 10,449764
2587,31/10/2011 11,234098
2588,31/10/2011 12,462157
2589,31/10/2011 13,-112316
2590,31/10/2011 14,2748167
2591,31/10/2011 15,341666
2592,31/10/2011 16,134552
2593,31/10/2011 17,18202
2594,01/11/2011 08,70437
2595,01/11/2011 09,312900
2596,01/11/2011 10,474626
2597,01/11/2011 11,407579
2598,01/11/2011 12,402334
2599,01/11/2011 13,302762
2600,01/11/2011 14,332284
2601,01/11/2011 15,293116
2602,01/11/2011 17,27953
2603,01/11/2011 18,0
2604,02/11/2011 08,20492
2605,02/11/2011 09,79645
2606,02/11/2011 10,285521
2607,02/11/2011 11,492621
2608,02/11/2011 12,631213
2609,02/11/2011 13,496129
2610,02/11/2011 14,1450734
2611,02/11/2011 15,758238
2612,02/11/2011 16,77921
2613,02/11/2011 17,51725
2614,03/11/2011 08,69168
2615,03/11/2011 09,820826
2616,03/11/2011 10,179100
2617,03/11/2011 11,302946
2618,03/11/2011 12,324747
2619,03/11/2011 13,176151
2620,03/11/2011 14,525183
2621,03/11/2011 15,1856586
2622,03/11/2011 16,513861
2623,03/11/2011 17,107331
2624,03/11/2011 18,52125
2625,03/11/2011 19,149935
2626,04/11/2011 07,149400
2627,04/11/2011 08,73176
2628,04/11/2011 09,1032506
2629,04/11/2011 10,1972016
2630,04/11/2011 11,315172
2631,04/11/2011 12,322507
2632,04/11/2011 13,312617
2633,04/11/2011 14,830830
2634,04/11/2011 15,527921
2635,04/11/2011 16,17644
2636,04/11/2011 17,47357
2637,04/11/2011 18,-113602
2638,06/11/2011 09,39960
2639,06/11/2011 10,236949
2640,06/11/2011 11,408111
2641,06/11/2011 12,895966
2642,06/11/2011 13,412849
2643,06/11/2011 14,920845
2644,06/11/2011 15,366768
2645,06/11/2011 16,687646
2646,07/11/2011 07,27146
2647,07/11/2011 08,132130
2648,07/11/2011 09,122512
2649,07/11/2011 10,131113
2650,07/11/2011 11,504179
2651,07/11/2011 12,767922
2652,07/11/2011 13,205714
2653,07/11/2011 14,296361
2654,07/11/2011 15,-1108529
2655,07/11/2011 16,364448
2656,07/11/2011 17,5188931
2657,08/11/2011 07,17064
2658,08/11/2011 08,30140
2659,08/11/2011 09,556254
2660,08/11/2011 10,664717
2661,08/11/2011 11,317078
2662,08/11/2011 12,648306
2663,08/11/2011 13,453670
2664,08/11/2011 14,408372
2665,08/11/2011 15,1231021
2666,08/11/2011 16,103073
2667,08/11/2011 17,152003
2668,08/11/2011 18,779732
2669,09/11/2011 08,285215
2670,09/11/2011 09,508990
2671,09/11/2011 10,673172
2672,09/11/2011 11,1168393
2673,09/11/2011 12,400609
2674,09/11/2011 13,1347876
2675,09/11/2011 14,141357
2676,09/11/2011 15,403324
2677,09/11/2011 16,693262
2678,09/11/2011 17,348332
2679,10/11/2011 08,38793
2680,10/11/2011 09,213564
2681,10/11/2011 10,1812895
2682,10/11/2011 11,318714
2683,10/11/2011 12,925728
2684,10/11/2011 13,290784
2685,10/11/2011 14,582666
2686,10/11/2011 15,711603
2687,10/11/2011 16,773601
2688,10/11/2011 17,188135
2689,10/11/2011 18,298460
2690,10/11/2011 19,205061
2691,10/11/2011 20,13944
2692,11/11/2011 08,120345
2693,11/11/2011 09,484513
2694,11/11/2011 10,889730
2695,11/11/2011 11,260273
2696,11/11/2011 12,827060
2697,11/11/2011 13,664046
2698,11/11/2011 14,289912
2699,11/11/2011 15,241645
2700,11/11/2011 16,330325
2701,11/11/2011 17,1014010
2702,13/11/2011 10,220845
2703,13/11/2011 11,862743
2704,13/11/2011 12,360356
2705,13/11/2011 13,439573
2706,13/11/2011 14,520418
2707,13/11/2011 15,522946
2708,13/11/2011 16,245321
2709,14/11/2011 08,492546
2710,14/11/2011 09,195612
2711,14/11/2011 10,506050
2712,14/11/2011 11,854148
2713,14/11/2011 12,590516
2714,14/11/2011 13,496837
2715,14/11/2011 14,507348
2716,14/11/2011 15,1460484
2717,14/11/2011 16,443336
2718,14/11/2011 17,4937055
2719,14/11/2011 18,0
2720,15/11/2011 08,760155
2721,15/11/2011 09,250339
2722,15/11/2011 10,1031843
2723,15/11/2011 11,234157
2724,15/11/2011 12,401051
2725,15/11/2011 13,445956
2726,15/11/2011 14,612618
2727,15/11/2011 15,509850
2728,15/11/2011 16,631376
2729,15/11/2011 17,594675
2730,16/11/2011 08,130100
2731,16/11/2011 09,188334
2732,16/11/2011 10,1463503
2733,16/11/2011 11,466259
2734,16/11/2011 12,692145
2735,16/11/2011 13,779338
2736,16/11/2011 14,191455
2737,16/11/2011 15,1795448
2738,16/11/2011 16,349334
2739,16/11/2011 17,149739
2740,17/11/2011 08,231183
2741,17/11/2011 09,410923
2742,17/11/2011 10,756838
2743,17/11/2011 11,468665
2744,17/11/2011 12,778464
2745,17/11/2011 13,616637
2746,17/11/2011 14,666994
2747,17/11/2011 15,824409
2748,17/11/2011 16,306394
2749,17/11/2011 17,227716
2750,17/11/2011 18,76174
2751,17/11/2011 19,228469
2752,17/11/2011 20,-165
2753,18/11/2011 08,121533
2754,18/11/2011 09,1165393
2755,18/11/2011 10,391333
2756,18/11/2011 11,383145
2757,18/11/2011 12,414226
2758,18/11/2011 13,689206
2759,18/11/2011 14,324180
2760,18/11/2011 15,641980
2761,18/11/2011 16,49301
2762,18/11/2011 17,293204
2763,20/11/2011 10,356332
2764,20/11/2011 11,857556
2765,20/11/2011 12,610068
2766,20/11/2011 13,890468
2767,20/11/2011 14,308159
2768,20/11/2011 15,207955
2769,20/11/2011 16,47065
2770,21/11/2011 08,284736
2771,21/11/2011 09,254700
2772,21/11/2011 10,332201
2773,21/11/2011 11,191404
2774,21/11/2011 12,710428
2775,21/11/2011 13,277138
2776,21/11/2011 14,774361
2777,21/11/2011 15,672993
2778,21/11/2011 16,599466
2779,21/11/2011 17,118825
2780,22/11/2011 08,356161
2781,22/11/2011 09,545190
2782,22/11/2011 10,970173
2783,22/11/2011 11,707826
2784,22/11/2011 12,374293
2785,22/11/2011 13,757294
2786,22/11/2011 14,459027
2787,22/11/2011 15,1185959
2788,22/11/2011 16,515868
2789,22/11/2011 17,-6072
2790,23/11/2011 08,183330
2791,23/11/2011 09,188850
2792,23/11/2011 10,1465050
2793,23/11/2011 11,1432046
2794,23/11/2011 12,741368
2795,23/11/2011 13,1057708
2796,23/11/2011 14,438110
2797,23/11/2011 15,1295687
2798,23/11/2011 16,566476
2799,23/11/2011 17,88953
2800,24/11/2011 08,84059
2801,24/11/2011 09,1410346
2802,24/11/2011 10,434134
2803,24/11/2011 11,75539
2804,24/11/2011 12,669368
2805,24/11/2011 13,539694
2806,24/11/2011 14,278260
2807,24/11/2011 15,513408
2808,24/11/2011 16,203469
2809,24/11/2011 17,174442
2810,24/11/2011 18,73089
2811,24/11/2011 19,74597
2812,25/11/2011 08,194367
2813,25/11/2011 09,209888
2814,25/11/2011 10,329146
2815,25/11/2011 11,977714
2816,25/11/2011 12,434742
2817,25/11/2011 13,692429
2818,25/11/2011 14,638835
2819,25/11/2011 15,843763
2820,25/11/2011 16,485730
2821,25/11/2011 17,34879
2822,27/11/2011 10,36118
2823,27/11/2011 11,352268
2824,27/11/2011 12,377656
2825,27/11/2011 13,628426
2826,27/11/2011 14,154639
2827,27/11/2011 15,229222
2828,27/11/2011 16,171424
2829,28/11/2011 08,23195
2830,28/11/2011 09,289038
2831,28/11/2011 10,656272
2832,28/11/2011 11,430445
2833,28/11/2011 12,459626
2834,28/11/2011 13,673840
2835,28/11/2011 14,436562
2836,28/11/2011 15,1650664
2837,28/11/2011 16,366977
2838,28/11/2011 17,46374
2839,29/11/2011 08,125164
2840,29/11/2011 09,368454
2841,29/11/2011 10,596621
2842,29/11/2011 11,1199006
2843,29/11/2011 12,619729
2844,29/11/2011 13,626552
2845,29/11/2011 14,423680
2846,29/11/2011 15,1006577
2847,29/11/2011 16,1421176
2848,29/11/2011 17,149931
2849,29/11/2011 18,24880
2850,30/11/2011 08,345736
2851,30/11/2011 09,245814
2852,30/11/2011 10,606888
