yearmonth,spots,incr,year,month
1890-12,7.8,1704,1890,12
1891-01,13.5,1705,1891,01
1891-02,22.2,1706,1891,02
1891-03,10.4,1707,1891,03
1891-04,20.5,1708,1891,04
1891-05,41.1,1709,1891,05
1891-06,48.3,1710,1891,06
1891-07,58.8,1711,1891,07
1891-08,33.2,1712,1891,08
1891-09,53.8,1713,1891,09
1891-10,51.5,1714,1891,10
1891-11,41.9,1715,1891,11
1891-12,32.3,1716,1891,12
1892-01,69.1,1717,1892,01
1892-02,75.6,1718,1892,02
1892-03,49.9,1719,1892,03
1892-04,69.6,1720,1892,04
1892-05,79.6,1721,1892,05
1892-06,76.3,1722,1892,06
1892-07,76.8,1723,1892,07
1892-08,101.4,1724,1892,08
1892-09,62.8,1725,1892,09
1892-10,70.5,1726,1892,10
1892-11,65.4,1727,1892,11
1892-12,78.6,1728,1892,12
1893-01,75.0,1729,1893,01
1893-02,73.0,1730,1893,02
1893-03,65.7,1731,1893,03
1893-04,88.1,1732,1893,04
1893-05,84.7,1733,1893,05
1893-06,88.2,1734,1893,06
1893-07,88.8,1735,1893,07
1893-08,129.2,1736,1893,08
1893-09,77.9,1737,1893,09
1893-10,79.7,1738,1893,10
1893-11,75.1,1739,1893,11
1893-12,93.8,1740,1893,12
1894-01,83.2,1741,1894,01
1894-02,84.6,1742,1894,02
1894-03,52.3,1743,1894,03
1894-04,81.6,1744,1894,04
1894-05,101.2,1745,1894,05
1894-06,98.9,1746,1894,06
1894-07,106.0,1747,1894,07
1894-08,70.3,1748,1894,08
1894-09,65.9,1749,1894,09
1894-10,75.5,1750,1894,10
1894-11,56.6,1751,1894,11
1894-12,60.0,1752,1894,12
1895-01,63.3,1753,1895,01
1895-02,67.2,1754,1895,02
1895-03,61.0,1755,1895,03
1895-04,76.9,1756,1895,04
1895-05,67.5,1757,1895,05
1895-06,71.5,1758,1895,06
1895-07,47.8,1759,1895,07
1895-08,68.9,1760,1895,08
1895-09,57.7,1761,1895,09
1895-10,67.9,1762,1895,10
1895-11,47.2,1763,1895,11
1895-12,70.7,1764,1895,12
1896-01,29.0,1765,1896,01
1896-02,57.4,1766,1896,02
1896-03,52.0,1767,1896,03
1896-04,43.8,1768,1896,04
1896-05,27.7,1769,1896,05
1896-06,49.0,1770,1896,06
1896-07,45.0,1771,1896,07
1896-08,27.2,1772,1896,08
1896-09,61.3,1773,1896,09
1896-10,28.4,1774,1896,10
1896-11,38.0,1775,1896,11
1896-12,42.6,1776,1896,12
1897-01,40.6,1777,1897,01
1897-02,29.4,1778,1897,02
1897-03,29.1,1779,1897,03
1897-04,31.0,1780,1897,04
1897-05,20.0,1781,1897,05
1897-06,11.3,1782,1897,06
1897-07,27.6,1783,1897,07
1897-08,21.8,1784,1897,08
1897-09,48.1,1785,1897,09
1897-10,14.3,1786,1897,10
1897-11,8.4,1787,1897,11
1897-12,33.3,1788,1897,12
1898-01,30.2,1789,1898,01
1898-02,36.4,1790,1898,02
1898-03,38.3,1791,1898,03
1898-04,14.5,1792,1898,04
1898-05,25.8,1793,1898,05
1898-06,22.3,1794,1898,06
1898-07,9.0,1795,1898,07
1898-08,31.4,1796,1898,08
1898-09,34.8,1797,1898,09
1898-10,34.4,1798,1898,10
1898-11,30.9,1799,1898,11
1898-12,12.6,1800,1898,12
1899-01,19.5,1801,1899,01
1899-02,9.2,1802,1899,02
1899-03,18.1,1803,1899,03
1899-04,14.2,1804,1899,04
1899-05,7.7,1805,1899,05
1899-06,20.5,1806,1899,06
1899-07,13.5,1807,1899,07
1899-08,2.9,1808,1899,08
1899-09,8.4,1809,1899,09
1899-10,13.0,1810,1899,10
1899-11,7.8,1811,1899,11
1899-12,10.5,1812,1899,12
1900-01,9.4,1813,1900,01
1900-02,13.6,1814,1900,02
1900-03,8.6,1815,1900,03
1900-04,16.0,1816,1900,04
1900-05,15.2,1817,1900,05
1900-06,12.1,1818,1900,06
1900-07,8.3,1819,1900,07
1900-08,4.3,1820,1900,08
1900-09,8.3,1821,1900,09
1900-10,12.9,1822,1900,10
1900-11,4.5,1823,1900,11
1900-12,0.3,1824,1900,12
1901-01,0.2,1825,1901,01
1901-02,2.4,1826,1901,02
1901-03,4.5,1827,1901,03
1901-04,0.0,1828,1901,04
1901-05,10.2,1829,1901,05
1901-06,5.8,1830,1901,06
1901-07,0.7,1831,1901,07
1901-08,1.0,1832,1901,08
1901-09,0.6,1833,1901,09
1901-10,3.7,1834,1901,10
1901-11,3.8,1835,1901,11
1901-12,0.0,1836,1901,12
1902-01,5.2,1837,1902,01
1902-02,0.0,1838,1902,02
1902-03,12.4,1839,1902,03
1902-04,0.0,1840,1902,04
1902-05,2.8,1841,1902,05
1902-06,1.4,1842,1902,06
1902-07,0.9,1843,1902,07
1902-08,2.3,1844,1902,08
1902-09,7.6,1845,1902,09
1902-10,16.3,1846,1902,10
1902-11,10.3,1847,1902,11
1902-12,1.1,1848,1902,12
1903-01,8.3,1849,1903,01
1903-02,17.0,1850,1903,02
1903-03,13.5,1851,1903,03
1903-04,26.1,1852,1903,04
1903-05,14.6,1853,1903,05
1903-06,16.3,1854,1903,06
1903-07,27.9,1855,1903,07
1903-08,28.8,1856,1903,08
1903-09,11.1,1857,1903,09
1903-10,38.9,1858,1903,10
1903-11,44.5,1859,1903,11
1903-12,45.6,1860,1903,12
1904-01,31.6,1861,1904,01
1904-02,24.5,1862,1904,02
1904-03,37.2,1863,1904,03
1904-04,43.0,1864,1904,04
1904-05,39.5,1865,1904,05
1904-06,41.9,1866,1904,06
1904-07,50.6,1867,1904,07
1904-08,58.2,1868,1904,08
1904-09,30.1,1869,1904,09
1904-10,54.2,1870,1904,10
1904-11,38.0,1871,1904,11
1904-12,54.6,1872,1904,12
1905-01,54.8,1873,1905,01
1905-02,85.8,1874,1905,02
1905-03,56.5,1875,1905,03
1905-04,39.3,1876,1905,04
1905-05,48.0,1877,1905,05
1905-06,49.0,1878,1905,06
1905-07,73.0,1879,1905,07
1905-08,58.8,1880,1905,08
1905-09,55.0,1881,1905,09
1905-10,78.7,1882,1905,10
1905-11,107.2,1883,1905,11
1905-12,55.5,1884,1905,12
1906-01,45.5,1885,1906,01
1906-02,31.3,1886,1906,02
1906-03,64.5,1887,1906,03
1906-04,55.3,1888,1906,04
1906-05,57.7,1889,1906,05
1906-06,63.2,1890,1906,06
1906-07,103.6,1891,1906,07
1906-08,47.7,1892,1906,08
1906-09,56.1,1893,1906,09
1906-10,17.8,1894,1906,10
1906-11,38.9,1895,1906,11
1906-12,64.7,1896,1906,12
1907-01,76.4,1897,1907,01
1907-02,108.2,1898,1907,02
1907-03,60.7,1899,1907,03
1907-04,52.6,1900,1907,04
1907-05,42.9,1901,1907,05
1907-06,40.4,1902,1907,06
1907-07,49.7,1903,1907,07
1907-08,54.3,1904,1907,08
1907-09,85.0,1905,1907,09
1907-10,65.4,1906,1907,10
1907-11,61.5,1907,1907,11
1907-12,47.3,1908,1907,12
1908-01,39.2,1909,1908,01
1908-02,33.9,1910,1908,02
1908-03,28.7,1911,1908,03
1908-04,57.6,1912,1908,04
1908-05,40.8,1913,1908,05
1908-06,48.1,1914,1908,06
1908-07,39.5,1915,1908,07
1908-08,90.5,1916,1908,08
1908-09,86.9,1917,1908,09
1908-10,32.3,1918,1908,10
1908-11,45.5,1919,1908,11
1908-12,39.5,1920,1908,12
1909-01,56.7,1921,1909,01
1909-02,46.6,1922,1909,02
1909-03,66.3,1923,1909,03
1909-04,32.3,1924,1909,04
1909-05,36.0,1925,1909,05
1909-06,22.6,1926,1909,06
1909-07,35.8,1927,1909,07
1909-08,23.1,1928,1909,08
1909-09,38.8,1929,1909,09
1909-10,58.4,1930,1909,10
1909-11,55.8,1931,1909,11
1909-12,54.2,1932,1909,12
1910-01,26.4,1933,1910,01
1910-02,31.5,1934,1910,02
1910-03,21.4,1935,1910,03
1910-04,8.4,1936,1910,04
1910-05,22.2,1937,1910,05
1910-06,12.3,1938,1910,06
1910-07,14.1,1939,1910,07
1910-08,11.5,1940,1910,08
1910-09,26.2,1941,1910,09
1910-10,38.3,1942,1910,10
1910-11,4.9,1943,1910,11
1910-12,5.8,1944,1910,12
1911-01,3.4,1945,1911,01
1911-02,9.0,1946,1911,02
1911-03,7.8,1947,1911,03
1911-04,16.5,1948,1911,04
1911-05,9.0,1949,1911,05
1911-06,2.2,1950,1911,06
1911-07,3.5,1951,1911,07
1911-08,4.0,1952,1911,08
1911-09,4.0,1953,1911,09
1911-10,2.6,1954,1911,10
1911-11,4.2,1955,1911,11
1911-12,2.2,1956,1911,12
1912-01,0.3,1957,1912,01
1912-02,0.0,1958,1912,02
1912-03,4.9,1959,1912,03
1912-04,4.5,1960,1912,04
1912-05,4.4,1961,1912,05
1912-06,4.1,1962,1912,06
1912-07,3.0,1963,1912,07
1912-08,0.3,1964,1912,08
1912-09,9.5,1965,1912,09
1912-10,4.6,1966,1912,10
1912-11,1.1,1967,1912,11
1912-12,6.4,1968,1912,12
1913-01,2.3,1969,1913,01
1913-02,2.9,1970,1913,02
1913-03,0.5,1971,1913,03
1913-04,0.9,1972,1913,04
1913-05,0.0,1973,1913,05
1913-06,0.0,1974,1913,06
1913-07,1.7,1975,1913,07
1913-08,0.2,1976,1913,08
1913-09,1.2,1977,1913,09
1913-10,3.1,1978,1913,10
1913-11,0.7,1979,1913,11
1913-12,3.8,1980,1913,12
1914-01,2.8,1981,1914,01
1914-02,2.6,1982,1914,02
1914-03,3.1,1983,1914,03
1914-04,17.3,1984,1914,04
1914-05,5.2,1985,1914,05
1914-06,11.4,1986,1914,06
1914-07,5.4,1987,1914,07
1914-08,7.7,1988,1914,08
1914-09,12.7,1989,1914,09
1914-10,8.2,1990,1914,10
1914-11,16.4,1991,1914,11
1914-12,22.3,1992,1914,12
1915-01,23.0,1993,1915,01
1915-02,42.3,1994,1915,02
1915-03,38.8,1995,1915,03
1915-04,41.3,1996,1915,04
1915-05,33.0,1997,1915,05
1915-06,68.8,1998,1915,06
1915-07,71.6,1999,1915,07
1915-08,69.6,2000,1915,08
1915-09,49.5,2001,1915,09
1915-10,53.5,2002,1915,10
1915-11,42.5,2003,1915,11
1915-12,34.5,2004,1915,12
1916-01,45.3,2005,1916,01
1916-02,55.4,2006,1916,02
1916-03,67.0,2007,1916,03
1916-04,71.8,2008,1916,04
1916-05,74.5,2009,1916,05
1916-06,67.7,2010,1916,06
1916-07,53.5,2011,1916,07
1916-08,35.2,2012,1916,08
1916-09,45.1,2013,1916,09
1916-10,50.7,2014,1916,10
1916-11,65.6,2015,1916,11
1916-12,53.0,2016,1916,12
1917-01,74.7,2017,1917,01
1917-02,71.9,2018,1917,02
1917-03,94.8,2019,1917,03
1917-04,74.7,2020,1917,04
1917-05,114.1,2021,1917,05
1917-06,114.9,2022,1917,06
1917-07,119.8,2023,1917,07
1917-08,154.5,2024,1917,08
1917-09,129.4,2025,1917,09
1917-10,72.2,2026,1917,10
1917-11,96.4,2027,1917,11
1917-12,129.3,2028,1917,12
1918-01,96.0,2029,1918,01
1918-02,65.3,2030,1918,02
1918-03,72.2,2031,1918,03
1918-04,80.5,2032,1918,04
1918-05,76.7,2033,1918,05
1918-06,59.4,2034,1918,06
1918-07,107.6,2035,1918,07
1918-08,101.7,2036,1918,08
1918-09,79.9,2037,1918,09
1918-10,85.0,2038,1918,10
1918-11,83.4,2039,1918,11
1918-12,59.2,2040,1918,12
1919-01,48.1,2041,1919,01
1919-02,79.5,2042,1919,02
1919-03,66.5,2043,1919,03
1919-04,51.8,2044,1919,04
1919-05,88.1,2045,1919,05
1919-06,111.2,2046,1919,06
1919-07,64.7,2047,1919,07
1919-08,69.0,2048,1919,08
1919-09,54.7,2049,1919,09
1919-10,52.8,2050,1919,10
1919-11,42.0,2051,1919,11
1919-12,34.9,2052,1919,12
1920-01,51.1,2053,1920,01
1920-02,53.9,2054,1920,02
1920-03,70.2,2055,1920,03
1920-04,14.8,2056,1920,04
1920-05,33.3,2057,1920,05
1920-06,38.7,2058,1920,06
1920-07,27.5,2059,1920,07
1920-08,19.2,2060,1920,08
1920-09,36.3,2061,1920,09
1920-10,49.6,2062,1920,10
1920-11,27.2,2063,1920,11
1920-12,29.9,2064,1920,12
1921-01,31.5,2065,1921,01
1921-02,28.3,2066,1921,02
1921-03,26.7,2067,1921,03
1921-04,32.4,2068,1921,04
1921-05,22.2,2069,1921,05
1921-06,33.7,2070,1921,06
1921-07,41.9,2071,1921,07
1921-08,22.8,2072,1921,08
1921-09,17.8,2073,1921,09
1921-10,18.2,2074,1921,10
1921-11,17.8,2075,1921,11
1921-12,20.3,2076,1921,12
1922-01,11.8,2077,1922,01
1922-02,26.4,2078,1922,02
1922-03,54.7,2079,1922,03
1922-04,11.0,2080,1922,04
1922-05,8.0,2081,1922,05
1922-06,5.8,2082,1922,06
1922-07,10.9,2083,1922,07
1922-08,6.5,2084,1922,08
1922-09,4.7,2085,1922,09
1922-10,6.2,2086,1922,10
1922-11,7.4,2087,1922,11
1922-12,17.5,2088,1922,12
1923-01,4.5,2089,1923,01
1923-02,1.5,2090,1923,02
1923-03,3.3,2091,1923,03
1923-04,6.1,2092,1923,04
1923-05,3.2,2093,1923,05
1923-06,9.1,2094,1923,06
1923-07,3.5,2095,1923,07
1923-08,0.5,2096,1923,08
1923-09,13.2,2097,1923,09
1923-10,11.6,2098,1923,10
1923-11,10.0,2099,1923,11
1923-12,2.8,2100,1923,12
1924-01,0.5,2101,1924,01
1924-02,5.1,2102,1924,02
1924-03,1.8,2103,1924,03
1924-04,11.3,2104,1924,04
1924-05,20.8,2105,1924,05
1924-06,24.0,2106,1924,06
1924-07,28.1,2107,1924,07
1924-08,19.3,2108,1924,08
1924-09,25.1,2109,1924,09
1924-10,25.6,2110,1924,10
1924-11,22.5,2111,1924,11
1924-12,16.5,2112,1924,12
1925-01,5.5,2113,1925,01
1925-02,23.2,2114,1925,02
1925-03,18.0,2115,1925,03
1925-04,31.7,2116,1925,04
1925-05,42.8,2117,1925,05
1925-06,47.5,2118,1925,06
1925-07,38.5,2119,1925,07
1925-08,37.9,2120,1925,08
1925-09,60.2,2121,1925,09
1925-10,69.2,2122,1925,10
1925-11,58.6,2123,1925,11
1925-12,98.6,2124,1925,12
1926-01,71.8,2125,1926,01
1926-02,70.0,2126,1926,02
1926-03,62.5,2127,1926,03
1926-04,38.5,2128,1926,04
1926-05,64.3,2129,1926,05
1926-06,73.5,2130,1926,06
1926-07,52.3,2131,1926,07
1926-08,61.6,2132,1926,08
1926-09,60.8,2133,1926,09
1926-10,71.5,2134,1926,10
1926-11,60.5,2135,1926,11
1926-12,79.4,2136,1926,12
1927-01,81.6,2137,1927,01
1927-02,93.0,2138,1927,02
1927-03,69.6,2139,1927,03
1927-04,93.5,2140,1927,04
1927-05,79.1,2141,1927,05
1927-06,59.1,2142,1927,06
1927-07,54.9,2143,1927,07
1927-08,53.8,2144,1927,08
1927-09,68.4,2145,1927,09
1927-10,63.1,2146,1927,10
1927-11,67.2,2147,1927,11
1927-12,45.2,2148,1927,12
1928-01,83.5,2149,1928,01
1928-02,73.5,2150,1928,02
1928-03,85.4,2151,1928,03
1928-04,80.6,2152,1928,04
1928-05,76.9,2153,1928,05
1928-06,91.4,2154,1928,06
1928-07,98.0,2155,1928,07
1928-08,83.8,2156,1928,08
1928-09,89.7,2157,1928,09
1928-10,61.4,2158,1928,10
1928-11,50.3,2159,1928,11
1928-12,59.0,2160,1928,12
1929-01,68.9,2161,1929,01
1929-02,64.1,2162,1929,02
1929-03,50.2,2163,1929,03
1929-04,52.8,2164,1929,04
1929-05,58.2,2165,1929,05
1929-06,71.9,2166,1929,06
1929-07,70.2,2167,1929,07
1929-08,65.8,2168,1929,08
1929-09,34.4,2169,1929,09
1929-10,54.0,2170,1929,10
1929-11,81.1,2171,1929,11
1929-12,108.0,2172,1929,12
1930-01,65.3,2173,1930,01
1930-02,49.2,2174,1930,02
1930-03,35.0,2175,1930,03
1930-04,38.2,2176,1930,04
1930-05,36.8,2177,1930,05
1930-06,28.8,2178,1930,06
1930-07,21.9,2179,1930,07
1930-08,24.9,2180,1930,08
1930-09,32.1,2181,1930,09
1930-10,34.4,2182,1930,10
1930-11,35.6,2183,1930,11
1930-12,25.8,2184,1930,12
1931-01,14.6,2185,1931,01
1931-02,43.1,2186,1931,02
1931-03,30.0,2187,1931,03
1931-04,31.2,2188,1931,04
1931-05,24.6,2189,1931,05
1931-06,15.3,2190,1931,06
1931-07,17.4,2191,1931,07
1931-08,13.0,2192,1931,08
1931-09,19.0,2193,1931,09
1931-10,10.0,2194,1931,10
1931-11,18.7,2195,1931,11
1931-12,17.8,2196,1931,12
1932-01,12.1,2197,1932,01
1932-02,10.6,2198,1932,02
1932-03,11.2,2199,1932,03
1932-04,11.2,2200,1932,04
1932-05,17.9,2201,1932,05
1932-06,22.2,2202,1932,06
1932-07,9.6,2203,1932,07
1932-08,6.8,2204,1932,08
1932-09,4.0,2205,1932,09
1932-10,8.9,2206,1932,10
1932-11,8.2,2207,1932,11
1932-12,11.0,2208,1932,12
1933-01,12.3,2209,1933,01
1933-02,22.2,2210,1933,02
1933-03,10.1,2211,1933,03
1933-04,2.9,2212,1933,04
1933-05,3.2,2213,1933,05
1933-06,5.2,2214,1933,06
1933-07,2.8,2215,1933,07
1933-08,0.2,2216,1933,08
1933-09,5.1,2217,1933,09
1933-10,3.0,2218,1933,10
1933-11,0.6,2219,1933,11
1933-12,0.3,2220,1933,12
1934-01,3.4,2221,1934,01
1934-02,7.8,2222,1934,02
1934-03,4.3,2223,1934,03
1934-04,11.3,2224,1934,04
1934-05,19.7,2225,1934,05
1934-06,6.7,2226,1934,06
1934-07,9.3,2227,1934,07
1934-08,8.3,2228,1934,08
1934-09,4.0,2229,1934,09
1934-10,5.7,2230,1934,10
1934-11,8.7,2231,1934,11
1934-12,15.4,2232,1934,12
1935-01,18.9,2233,1935,01
1935-02,20.5,2234,1935,02
1935-03,23.1,2235,1935,03
1935-04,12.2,2236,1935,04
1935-05,27.3,2237,1935,05
1935-06,45.7,2238,1935,06
1935-07,33.9,2239,1935,07
1935-08,30.1,2240,1935,08
1935-09,42.1,2241,1935,09
1935-10,53.2,2242,1935,10
1935-11,64.2,2243,1935,11
1935-12,61.5,2244,1935,12
1936-01,62.8,2245,1936,01
1936-02,74.3,2246,1936,02
1936-03,77.1,2247,1936,03
1936-04,74.9,2248,1936,04
1936-05,54.6,2249,1936,05
1936-06,70.0,2250,1936,06
1936-07,52.3,2251,1936,07
1936-08,87.0,2252,1936,08
1936-09,76.0,2253,1936,09
1936-10,89.0,2254,1936,10
1936-11,115.4,2255,1936,11
1936-12,123.4,2256,1936,12
1937-01,132.5,2257,1937,01
1937-02,128.5,2258,1937,02
1937-03,83.9,2259,1937,03
1937-04,109.3,2260,1937,04
1937-05,116.7,2261,1937,05
1937-06,130.3,2262,1937,06
1937-07,145.1,2263,1937,07
1937-08,137.7,2264,1937,08
1937-09,100.7,2265,1937,09
1937-10,124.9,2266,1937,10
1937-11,74.4,2267,1937,11
1937-12,88.8,2268,1937,12
1938-01,98.4,2269,1938,01
1938-02,119.2,2270,1938,02
1938-03,86.5,2271,1938,03
1938-04,101.0,2272,1938,04
1938-05,127.4,2273,1938,05
1938-06,97.5,2274,1938,06
1938-07,165.3,2275,1938,07
1938-08,115.7,2276,1938,08
1938-09,89.6,2277,1938,09
1938-10,99.1,2278,1938,10
1938-11,122.2,2279,1938,11
1938-12,92.7,2280,1938,12
1939-01,80.3,2281,1939,01
1939-02,77.4,2282,1939,02
1939-03,64.6,2283,1939,03
1939-04,109.1,2284,1939,04
1939-05,118.3,2285,1939,05
1939-06,101.0,2286,1939,06
1939-07,97.6,2287,1939,07
1939-08,105.8,2288,1939,08
1939-09,112.6,2289,1939,09
1939-10,88.1,2290,1939,10
1939-11,68.1,2291,1939,11
1939-12,42.1,2292,1939,12
1940-01,50.5,2293,1940,01
1940-02,59.4,2294,1940,02
1940-03,83.3,2295,1940,03
1940-04,60.7,2296,1940,04
1940-05,54.4,2297,1940,05
1940-06,83.9,2298,1940,06
1940-07,67.5,2299,1940,07
1940-08,105.5,2300,1940,08
1940-09,66.5,2301,1940,09
1940-10,55.0,2302,1940,10
1940-11,58.4,2303,1940,11
1940-12,68.3,2304,1940,12
1941-01,45.6,2305,1941,01
1941-02,44.5,2306,1941,02
1941-03,46.4,2307,1941,03
1941-04,32.8,2308,1941,04
1941-05,29.5,2309,1941,05
1941-06,59.8,2310,1941,06
1941-07,66.9,2311,1941,07
1941-08,60.0,2312,1941,08
1941-09,65.9,2313,1941,09
1941-10,46.3,2314,1941,10
1941-11,38.3,2315,1941,11
1941-12,33.7,2316,1941,12
1942-01,35.6,2317,1942,01
1942-02,52.8,2318,1942,02
1942-03,54.2,2319,1942,03
1942-04,60.7,2320,1942,04
1942-05,25.0,2321,1942,05
1942-06,11.4,2322,1942,06
1942-07,17.7,2323,1942,07
1942-08,20.2,2324,1942,08
1942-09,17.2,2325,1942,09
1942-10,19.2,2326,1942,10
1942-11,30.7,2327,1942,11
1942-12,22.5,2328,1942,12
1943-01,12.4,2329,1943,01
1943-02,28.9,2330,1943,02
1943-03,27.4,2331,1943,03
1943-04,26.1,2332,1943,04
1943-05,14.1,2333,1943,05
1943-06,7.6,2334,1943,06
1943-07,13.2,2335,1943,07
1943-08,19.4,2336,1943,08
1943-09,10.0,2337,1943,09
1943-10,7.8,2338,1943,10
1943-11,10.2,2339,1943,11
1943-12,18.8,2340,1943,12
1944-01,3.7,2341,1944,01
1944-02,0.5,2342,1944,02
1944-03,11.0,2343,1944,03
1944-04,0.3,2344,1944,04
1944-05,2.5,2345,1944,05
1944-06,5.0,2346,1944,06
1944-07,5.0,2347,1944,07
1944-08,16.7,2348,1944,08
1944-09,14.3,2349,1944,09
1944-10,16.9,2350,1944,10
1944-11,10.8,2351,1944,11
1944-12,28.4,2352,1944,12
1945-01,18.5,2353,1945,01
1945-02,12.7,2354,1945,02
1945-03,21.5,2355,1945,03
1945-04,32.0,2356,1945,04
1945-05,30.6,2357,1945,05
1945-06,36.2,2358,1945,06
1945-07,42.6,2359,1945,07
1945-08,25.9,2360,1945,08
1945-09,34.9,2361,1945,09
1945-10,68.8,2362,1945,10
1945-11,46.0,2363,1945,11
1945-12,27.4,2364,1945,12
1946-01,47.6,2365,1946,01
1946-02,86.2,2366,1946,02
1946-03,76.6,2367,1946,03
1946-04,75.7,2368,1946,04
1946-05,84.9,2369,1946,05
1946-06,73.5,2370,1946,06
1946-07,116.2,2371,1946,07
1946-08,107.2,2372,1946,08
1946-09,94.4,2373,1946,09
1946-10,102.3,2374,1946,10
1946-11,123.8,2375,1946,11
1946-12,121.7,2376,1946,12
1947-01,115.7,2377,1947,01
1947-02,113.4,2378,1947,02
1947-03,129.8,2379,1947,03
1947-04,149.8,2380,1947,04
1947-05,201.3,2381,1947,05
1947-06,163.9,2382,1947,06
1947-07,157.9,2383,1947,07
1947-08,188.8,2384,1947,08
1947-09,169.4,2385,1947,09
1947-10,163.6,2386,1947,10
1947-11,128.0,2387,1947,11
1947-12,116.5,2388,1947,12
1948-01,108.5,2389,1948,01
1948-02,86.1,2390,1948,02
1948-03,94.8,2391,1948,03
1948-04,189.7,2392,1948,04
1948-05,174.0,2393,1948,05
1948-06,167.8,2394,1948,06
1948-07,142.2,2395,1948,07
1948-08,157.9,2396,1948,08
1948-09,143.3,2397,1948,09
1948-10,136.3,2398,1948,10
1948-11,95.8,2399,1948,11
1948-12,138.0,2400,1948,12
1949-01,119.1,2401,1949,01
1949-02,182.3,2402,1949,02
1949-03,157.5,2403,1949,03
1949-04,147.0,2404,1949,04
1949-05,106.2,2405,1949,05
1949-06,121.7,2406,1949,06
1949-07,125.8,2407,1949,07
1949-08,123.8,2408,1949,08
1949-09,145.3,2409,1949,09
1949-10,131.6,2410,1949,10
1949-11,143.5,2411,1949,11
1949-12,117.6,2412,1949,12
1950-01,101.6,2413,1950,01
1950-02,94.8,2414,1950,02
1950-03,109.7,2415,1950,03
1950-04,113.4,2416,1950,04
1950-05,106.2,2417,1950,05
1950-06,83.6,2418,1950,06
1950-07,91.0,2419,1950,07
1950-08,85.2,2420,1950,08
1950-09,51.3,2421,1950,09
1950-10,61.4,2422,1950,10
1950-11,54.8,2423,1950,11
1950-12,54.1,2424,1950,12
1951-01,59.9,2425,1951,01
1951-02,59.9,2426,1951,02
1951-03,59.9,2427,1951,03
1951-04,92.9,2428,1951,04
1951-05,108.5,2429,1951,05
1951-06,100.6,2430,1951,06
1951-07,61.5,2431,1951,07
1951-08,61.0,2432,1951,08
1951-09,83.1,2433,1951,09
1951-10,51.6,2434,1951,10
1951-11,52.4,2435,1951,11
1951-12,45.8,2436,1951,12
1952-01,40.7,2437,1952,01
1952-02,22.7,2438,1952,02
1952-03,22.0,2439,1952,03
1952-04,29.1,2440,1952,04
1952-05,23.4,2441,1952,05
1952-06,36.4,2442,1952,06
1952-07,39.3,2443,1952,07
1952-08,54.9,2444,1952,08
1952-09,28.2,2445,1952,09
1952-10,23.8,2446,1952,10
1952-11,22.1,2447,1952,11
1952-12,34.3,2448,1952,12
1953-01,26.5,2449,1953,01
1953-02,3.9,2450,1953,02
1953-03,10.0,2451,1953,03
1953-04,27.8,2452,1953,04
1953-05,12.5,2453,1953,05
1953-06,21.8,2454,1953,06
1953-07,8.6,2455,1953,07
1953-08,23.5,2456,1953,08
1953-09,19.3,2457,1953,09
1953-10,8.2,2458,1953,10
1953-11,1.6,2459,1953,11
1953-12,2.5,2460,1953,12
1954-01,0.2,2461,1954,01
1954-02,0.5,2462,1954,02
1954-03,10.9,2463,1954,03
1954-04,1.8,2464,1954,04
1954-05,0.8,2465,1954,05
1954-06,0.2,2466,1954,06
1954-07,4.8,2467,1954,07
1954-08,8.4,2468,1954,08
1954-09,1.5,2469,1954,09
1954-10,7.0,2470,1954,10
1954-11,9.2,2471,1954,11
1954-12,7.6,2472,1954,12
1955-01,23.1,2473,1955,01
1955-02,20.8,2474,1955,02
1955-03,4.9,2475,1955,03
1955-04,11.3,2476,1955,04
1955-05,28.9,2477,1955,05
1955-06,31.7,2478,1955,06
1955-07,26.7,2479,1955,07
1955-08,40.7,2480,1955,08
1955-09,42.7,2481,1955,09
1955-10,58.5,2482,1955,10
1955-11,89.2,2483,1955,11
1955-12,76.9,2484,1955,12
1956-01,73.6,2485,1956,01
1956-02,124.0,2486,1956,02
1956-03,118.4,2487,1956,03
1956-04,110.7,2488,1956,04
1956-05,136.6,2489,1956,05
1956-06,116.6,2490,1956,06
1956-07,129.1,2491,1956,07
1956-08,169.6,2492,1956,08
1956-09,173.2,2493,1956,09
1956-10,155.3,2494,1956,10
1956-11,201.3,2495,1956,11
1956-12,192.1,2496,1956,12
1957-01,165.0,2497,1957,01
1957-02,130.2,2498,1957,02
1957-03,157.4,2499,1957,03
1957-04,175.2,2500,1957,04
1957-05,164.6,2501,1957,05
1957-06,200.7,2502,1957,06
1957-07,187.2,2503,1957,07
1957-08,158.0,2504,1957,08
1957-09,235.8,2505,1957,09
1957-10,253.8,2506,1957,10
1957-11,210.9,2507,1957,11
1957-12,239.4,2508,1957,12
1958-01,202.5,2509,1958,01
1958-02,164.9,2510,1958,02
1958-03,190.7,2511,1958,03
1958-04,196.0,2512,1958,04
1958-05,175.3,2513,1958,05
1958-06,171.5,2514,1958,06
1958-07,191.4,2515,1958,07
1958-08,200.2,2516,1958,08
1958-09,201.2,2517,1958,09
1958-10,181.5,2518,1958,10
1958-11,152.3,2519,1958,11
1958-12,187.6,2520,1958,12
1959-01,217.4,2521,1959,01
1959-02,143.1,2522,1959,02
1959-03,185.7,2523,1959,03
1959-04,163.3,2524,1959,04
1959-05,172.0,2525,1959,05
